use property
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (1, 'lift_chair', 'Decoration', '15x133x67', 'hallway', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (343, 'bed', 'For storage', '34x73x129', 'playroom', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (344, 'pew', 'Decoration', '27x103x93', 'sun room', 'white', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (345, 'gateleg_table', 'For working', '10x39x60', 'patio', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (346, 'picnic_table', 'For relaxing', '2x22x128', 'staircase', 'green', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (347, 'cot', 'Decoration', '79x13x50', 'dining room', 'green', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (348, 'hutch', 'For working', '74x125x73', 'TV room', 'silver', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (349, 'island', 'For storage', '93x140x39', 'bathroom', 'pink', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (350, 'cushion', 'For working', '6x94x27', 'master bedroom', 'silver', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (351, 'club_chair', 'For working', '50x3x188', 'hallway', 'gray', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (352, 'easy_chair', 'For relaxing', '6x38x140', 'TV room', 'gold', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (353, 'furniture', 'For storage', '78x96x41', 'front yard', 'white', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (354, 'pantry', 'For storage', '7x95x164', 'hallway', 'pink', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (355, 'ottoman', 'For use', '47x31x88', 'dining room', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (356, 'ladderback_chair', 'Decoration', '4x145x71', 'front yard', 'red', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (357, 'breakfront', 'For use', '83x43x57', 'sun room', 'orange', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (358, 'tuffet', 'Decoration', '10x56x48', 'office', 'purple', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (359, 'lintel', 'For storage', '8x82x110', 'bedroom', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (360, 'desk_chair', 'For use', '75x55x23', 'kitchen', 'orange', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (361, 'breakfront', 'For storage', '19x66x196', 'study', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (362, 'waterbed', 'For storage', '65x96x191', 'hallway', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (363, 'directors_chair', 'For storage', '58x3x170', 'workshop', 'yellow', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (364, 'work_table', 'For use', '79x125x191', 'sun room', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (365, 'hope_chest', 'For storage', '80x5x78', 'den', 'blue', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (366, 'drapes', 'For use', '50x101x15', 'pantry', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (367, 'drapes', 'For storage', '71x18x173', 'bedroom', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (368, 'folding_chair', 'For relaxing', '26x50x44', 'garage', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (369, 'chandelier', 'Decoration', '40x141x79', 'hall', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (370, 'tansu', 'For storage', '98x73x21', 'master bedroom', 'red', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (371, 'china_cabinet', 'For relaxing', '38x109x32', 'kitchen', 'yellow', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (372, 'desk', 'For working', '5x34x43', 'playroom', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (373, 'easel', 'For storage', '72x43x197', 'front yard', 'gray', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (374, 'bed', 'For relaxing', '5x33x40', 'workshop', 'orange', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (375, 'valet', 'For relaxing', '95x89x195', 'living room', 'silver', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (376, 'patio_table', 'Decoration', '8x87x7', 'laundry', 'silver', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (377, 'valet', 'For relaxing', '1x5x125', 'cellar', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (378, 'bench', 'For use', '4x150x109', 'TV room', 'green', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (379, 'light', 'For relaxing', '64x14x28', 'kitchen', 'silver', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (380, 'cubbies', 'For relaxing', '68x128x15', 'master bedroom', 'gray', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (381, 'tea_cart', 'Decoration', '47x93x15', 'bedroom', 'green', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (382, 'pantry', 'For use', '67x94x170', 'study', 'blue', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (383, 'porch_swing', 'For working', '85x118x50', 'staircase', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (384, 'vanity', 'For use', '98x61x8', 'living room', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (385, 'office_chair', 'For working', '96x40x195', 'hallway', 'silver', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (386, 'piano_bench', 'For working', '84x55x64', 'closet', 'gold', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (387, 'Venetian_blinds', 'For relaxing', '13x80x130', 'TV room', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (388, 'settee', 'For working', '23x8x73', 'pantry', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (389, 'divan', 'For use', '4x33x10', 'study', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (390, 'grandfather_clock', 'Decoration', '50x144x181', 'sun room', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (391, 'cradle', 'For working', '13x73x56', 'playroom', 'green', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (392, 'room_divider', 'For working', '57x105x22', 'basement', 'red', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (393, 'tuffet', 'For use', '8x144x193', 'attic', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (394, 'bassinet', 'Decoration', '1x74x57', 'hall', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (395, 'buffet', 'For relaxing', '45x119x52', 'master bedroom', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (396, 'waste_basket', 'Decoration', '87x115x133', 'office', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (397, 'chest', 'For relaxing', '21x88x85', 'laundry', 'green', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (398, 'cupboard', 'Decoration', '53x102x112', 'garage', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (399, 'cushion', 'Decoration', '67x67x107', 'kitchen', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (400, 'room_divider', 'Decoration', '80x79x19', 'attic', 'yellow', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (401, 'vitrine', 'For relaxing', '99x146x86', 'office', 'gold', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (402, 'table', 'For use', '55x7x167', 'living room', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (403, 'bureau', 'For working', '96x81x80', 'porch', 'pink', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (404, 'wing_chair', 'For relaxing', '49x109x126', 'attic', 'pink', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (405, 'captains_chair', 'For working', '82x52x96', 'study', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (406, 'waste_basket', 'For relaxing', '95x10x189', 'basement', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (407, 'Windsor_chair', 'Decoration', '50x6x60', 'closet', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (408, 'light', 'For storage', '42x90x44', 'hallway', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (409, 'cart', 'For storage', '75x59x12', 'laundry', 'purple', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (410, 'tansu', 'For use', '59x96x6', 'hallway', 'gold', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (411, 'waterbed', 'For use', '85x102x191', 'dining room', 'white', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (412, 'love_seat', 'For working', '64x62x30', 'front yard', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (413, 'armoire', 'For relaxing', '71x129x189', 'cellar', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (414, 'sconce', 'For use', '93x19x80', 'dining room', 'orange', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (415, 'display_cabinet', 'For working', '57x82x115', 'workshop', 'yellow', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (416, 'crib', 'For use', '84x93x142', 'attic', 'silver', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (417, 'grandfather_clock', 'Decoration', '88x144x172', 'cellar', 'red', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (418, 'beach_chair', 'For use', '7x13x87', 'pantry', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (419, 'rocking_chair', 'Decoration', '4x44x80', 'patio', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (420, 'bookcase', 'Decoration', '34x125x77', 'closet', 'purple', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (421, 'bar_stool', 'For use', '8x120x129', 'attic', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (422, 'hall_tree', 'Decoration', '93x35x57', 'front yard', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (423, 'clothes_valet', 'For storage', '73x87x160', 'closet', 'purple', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (424, 'sleeper_sofa', 'For storage', '50x67x200', 'closet', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (425, 'bed', 'For working', '33x19x55', 'playroom', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (426, 'rug', 'For relaxing', '74x138x83', 'attic', 'purple', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (427, 'bookcase', 'For relaxing', '18x28x199', 'study', 'purple', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (428, 'credenza', 'For storage', '100x144x105', 'front yard', 'orange', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (429, 'bed', 'For use', '43x74x47', 'closet', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (430, 'room_divider', 'For relaxing', '17x110x80', 'front yard', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (431, 'cabinet', 'For working', '14x76x48', 'playroom', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (432, 'gateleg_table', 'For working', '90x35x146', 'workshop', 'gray', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (433, 'coffee_table', 'For working', '84x142x106', 'living room', 'green', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (434, 'island', 'For storage', '100x75x49', 'playroom', 'purple', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (435, 'Windsor_chair', 'For storage', '24x30x131', 'bathroom', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (436, 'lounge_chair', 'For working', '42x34x176', 'attic', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (437, 'table', 'For working', '30x125x7', 'front yard', 'orange', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (438, 'lawn_chair', 'For relaxing', '92x110x149', 'hallway', 'purple', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (439, 'lounger', 'For working', '34x129x15', 'cellar', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (440, 'cabinet', 'For relaxing', '29x113x195', 'dining room', 'purple', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (441, 'crib', 'For use', '50x131x172', 'porch', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (442, 'sofa', 'For working', '25x20x140', 'TV room', 'gold', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (443, 'screen', 'Decoration', '2x83x65', 'laundry', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (444, 'carpet', 'For storage', '58x112x110', 'playroom', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (445, 'waste_basket', 'For storage', '30x95x59', 'garage', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (446, 'tuffet', 'For use', '20x147x99', 'attic', 'purple', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (447, 'bed_table', 'Decoration', '77x36x66', 'closet', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (448, 'throne', 'For working', '44x98x83', 'master bedroom', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (449, 'drapes', 'For working', '86x13x136', 'laundry', 'white', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (450, 'mattress', 'For relaxing', '27x9x134', 'workshop', 'silver', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (451, 'patio_table', 'For use', '57x148x1', 'attic', 'red', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (452, 'directors_chair', 'For storage', '62x55x50', 'bedroom', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (453, 'bed', 'For storage', '56x47x127', 'study', 'red', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (454, 'lintel', 'For working', '79x40x13', 'master bedroom', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (455, 'stool', 'For use', '75x116x48', 'dining room', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (456, 'armoire', 'For relaxing', '43x148x86', 'den', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (457, 'Windsor_chair', 'For working', '37x144x32', 'basement', 'silver', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (458, 'beach_chair', 'Decoration', '74x92x186', 'den', 'purple', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (459, 'bentwood_rocker', 'For relaxing', '100x48x150', 'workshop', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (460, 'seat', 'For use', '39x92x95', 'dining room', 'blue', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (461, 'throw_rug', 'For working', '56x59x140', 'patio', 'orange', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (462, 'office_chair', 'For relaxing', '38x81x108', 'front yard', 'yellow', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (463, 'bench', 'For use', '13x8x113', 'TV room', 'orange', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (464, 'carpet', 'For storage', '85x54x117', 'bathroom', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (465, 'Venetian_blinds', 'For storage', '22x25x192', 'cellar', 'pink', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (466, 'valet', 'Decoration', '62x29x185', 'office', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (467, 'pantry', 'For storage', '85x121x191', 'closet', 'gold', 'yes', 5);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (468, 'shoji_screen', 'For use', '79x46x54', 'porch', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (469, 'love_seat', 'For relaxing', '46x99x23', 'sun room', 'brown', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (470, 'vanity', 'Decoration', '53x77x110', 'workshop', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (471, 'footstool', 'For storage', '25x114x191', 'master bedroom', 'green', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (472, 'hassock', 'For working', '87x53x96', 'porch', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (473, 'grandfather_clock', 'For relaxing', '19x41x86', 'bathroom', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (474, 'grandfather_clock', 'For storage', '10x96x145', 'patio', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (475, 'bassinet', 'For storage', '8x14x91', 'patio', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (476, 'easy_chair', 'For working', '62x3x54', 'hall', 'yellow', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (477, 'lintel', 'For storage', '70x43x19', 'hallway', 'blue', 'yes', 4);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (478, 'pew', 'For relaxing', '48x57x73', 'patio', 'silver', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (479, 'sofabed', 'For use', '58x126x102', 'pantry', 'gold', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (480, 'file_cabinet', 'Decoration', '35x149x77', 'office', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (481, 'work_table', 'For relaxing', '21x102x114', 'hall', 'silver', 'yes', 6);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (482, 'crib', 'Decoration', '36x22x99', 'garage', 'purple', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (483, 'highchair', 'For working', '98x62x135', 'dining room', 'red', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (484, 'china_cabinet', 'Decoration', '48x16x51', 'attic', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (485, 'porch_swing', 'For use', '40x96x8', 'dining room', 'gold', 'yes', 2);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (486, 'rack', 'Decoration', '44x108x94', 'laundry', 'gray', 'yes', 9);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (487, 'sofa', 'For relaxing', '17x40x1', 'dining room', 'red', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (488, 'wardrobe', 'For working', '98x145x183', 'office', 'white', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (489, 'work_table', 'For relaxing', '51x130x182', 'cellar', 'gray', 'yes', 7);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (490, 'folding_chair', 'For relaxing', '27x80x140', 'front yard', 'purple', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (491, 'folding_chair', 'For relaxing', '79x7x30', 'den', 'yellow', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (492, 'secretary', 'For relaxing', '6x75x177', 'staircase', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (493, 'furnishings', 'For working', '79x90x81', 'dining room', 'silver', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (494, 'deck_chair', 'For use', '58x133x7', 'master bedroom', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (495, 'hammock', 'Decoration', '8x11x70', 'sun room', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (496, 'buffet', 'For use', '7x10x40', 'porch', 'brown', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (497, 'waste_basket', 'For working', '44x95x55', 'porch', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (498, 'island', 'For working', '70x61x64', 'kitchen', 'yellow', 'yes', 8);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (499, 'crib', 'Decoration', '38x19x177', 'den', 'gray', 'yes', 3);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (500, 'chaise_lounge', 'For use', '74x121x119', 'hall', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (501, 'throne', 'For storage', '16x11x144', 'hall', 'blue', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (502, 'rack', 'For relaxing', '88x24x25', 'dining room', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (503, 'cot', 'For use', '69x94x26', 'patio', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (504, 'fateuil', 'For relaxing', '59x33x35', 'cellar', 'green', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (505, 'window_shades', 'For use', '2x15x163', 'workshop', 'pink', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (506, 'bureau', 'For storage', '43x35x165', 'playroom', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (507, 'bentwood_rocker', 'For relaxing', '76x6x34', 'hall', 'gray', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (508, 'Venetian_blinds', 'Decoration', '8x90x94', 'hall', 'red', 'yes', 10);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (509, 'dining_room_table', 'For relaxing', '90x41x4', 'garage', 'white', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (510, 'gateleg_table', 'Decoration', '69x26x20', 'bedroom', 'gold', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (511, 'mirror', 'For relaxing', '33x148x6', 'workshop', 'silver', 'yes', 1);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (512, 'sofa', 'Decoration', '52x115x41', 'garage', 'orange', 'no', 0);
insert into furnitures (id, name, purpose, dimensions, room, colour, has_legs, num_of_legs) values (513, 'bookshelf', 'For storage', '83x38x183', 'front yard', 'blue', 'no', 0);
